slice_num,method,phase,metric,mean,std,count
37,linear,phase_30,psnr,26.03106825596031,4.631605144917614,283
37,linear,phase_30,ms_ssim,0.7800224568734321,0.11980467066501456,283
37,linear,phase_30,lpips,0.0770664306294976,0.03072692577679195,283
37,linear,phase_40,psnr,28.384088669564616,4.964553536008569,283
37,linear,phase_40,ms_ssim,0.8838726141006281,0.06939739902289768,283
37,linear,phase_40,lpips,0.04752153287437669,0.038120301845235904,283
37,spline,phase_10,psnr,29.671861176777224,5.035907089780032,283
37,spline,phase_10,ms_ssim,0.8891349780264676,0.061463764139458976,283
37,spline,phase_10,lpips,0.03901741431216469,0.020069935129407402,283
37,spline,phase_20,psnr,26.375282873955715,4.66956657929495,283
37,spline,phase_20,ms_ssim,0.781236723749882,0.11815270030595662,283
37,spline,phase_20,lpips,0.07215826316364768,0.029202135792883156,283
37,spline,phase_30,psnr,26.201656948130037,4.5973353864244375,283
37,spline,phase_30,ms_ssim,0.7821994640801905,0.11860730166712008,283
37,spline,phase_30,lpips,0.07149469245277845,0.028767130744355274,283
37,spline,phase_40,psnr,29.217516176270934,5.284640103109941,283
37,spline,phase_40,ms_ssim,0.8883775437889166,0.06761257341921097,283
37,spline,phase_40,lpips,0.04054860185088043,0.03797830438650212,283
37,optical_flow,phase_10,psnr,28.18781351958905,5.274076213101313,283
37,optical_flow,phase_10,ms_ssim,0.8789435715641655,0.06887854773226947,283
37,optical_flow,phase_10,lpips,0.05165750765350282,0.026181283054435036,283
37,optical_flow,phase_20,psnr,26.420728885664115,5.148269177630164,283
37,optical_flow,phase_20,ms_ssim,0.785526676860378,0.11429478570508508,283
37,optical_flow,phase_20,lpips,0.06738186299195349,0.03209652676839709,283
37,optical_flow,phase_30,psnr,25.863818980779747,4.725391001099385,283
37,optical_flow,phase_30,ms_ssim,0.7622979144325526,0.12105319866229834,283
37,optical_flow,phase_30,lpips,0.07481340844802847,0.033853541493351534,283
37,optical_flow,phase_40,psnr,25.813088160942804,4.674571771112394,283
37,optical_flow,phase_40,ms_ssim,0.7856338858183197,0.10737269892790063,283
37,optical_flow,phase_40,lpips,0.08076307985457747,0.04595874017507094,283
