sample_id,slice_num,method,phase,psnr,ms_ssim,lpips
109_HM10395_109_HM10395_S122_0025,25,linear,phase_10,28.29494285583496,0.8462319374084473,0.06534675508737564
109_HM10395_109_HM10395_S122_0025,25,linear,phase_20,24.15601921081543,0.7871768474578857,0.09033581614494324
109_HM10395_109_HM10395_S122_0025,25,linear,phase_30,23.255718231201172,0.795860230922699,0.08841273188591003
109_HM10395_109_HM10395_S122_0025,25,linear,phase_40,26.361732482910156,0.8582212924957275,0.05976072698831558
109_HM10395_109_HM10395_S122_0025,25,spline,phase_10,27.903362274169922,0.8464570045471191,0.05940455198287964
109_HM10395_109_HM10395_S122_0025,25,spline,phase_20,24.55169677734375,0.7887528538703918,0.08609405159950256
109_HM10395_109_HM10395_S122_0025,25,spline,phase_30,23.613859176635742,0.7986206412315369,0.0829092338681221
109_HM10395_109_HM10395_S122_0025,25,spline,phase_40,26.893436431884766,0.859402060508728,0.0544220395386219
109_HM10395_109_HM10395_S122_0025,25,optical_flow,phase_10,27.718172073364258,0.8352444767951965,0.0712164044380188
109_HM10395_109_HM10395_S122_0025,25,optical_flow,phase_20,24.400657653808594,0.7642688751220703,0.0833011120557785
109_HM10395_109_HM10395_S122_0025,25,optical_flow,phase_30,23.23158836364746,0.7480801939964294,0.08807848393917084
109_HM10395_109_HM10395_S122_0025,25,optical_flow,phase_40,23.91239356994629,0.7687508463859558,0.09353458136320114
109_HM10395_109_HM10395_S122_0037,37,linear,phase_10,23.885961532592773,0.8365230560302734,0.06029416620731354
109_HM10395_109_HM10395_S122_0037,37,linear,phase_20,23.902870178222656,0.767372190952301,0.09000295400619507
109_HM10395_109_HM10395_S122_0037,37,linear,phase_30,25.78071403503418,0.7670536637306213,0.08661095798015594
109_HM10395_109_HM10395_S122_0037,37,linear,phase_40,23.76128387451172,0.8393372297286987,0.0623418465256691
109_HM10395_109_HM10395_S122_0037,37,spline,phase_10,24.108469009399414,0.8369276523590088,0.05565330758690834
109_HM10395_109_HM10395_S122_0037,37,spline,phase_20,24.028457641601562,0.7689850926399231,0.08526093512773514
109_HM10395_109_HM10395_S122_0037,37,spline,phase_30,25.869564056396484,0.7686142325401306,0.08174336701631546
109_HM10395_109_HM10395_S122_0037,37,spline,phase_40,24.909767150878906,0.8420451283454895,0.057161830365657806
109_HM10395_109_HM10395_S122_0037,37,optical_flow,phase_10,23.265390396118164,0.8223947286605835,0.068544402718544
109_HM10395_109_HM10395_S122_0037,37,optical_flow,phase_20,22.607187271118164,0.7389562129974365,0.08279990404844284
109_HM10395_109_HM10395_S122_0037,37,optical_flow,phase_30,24.272567749023438,0.7134262323379517,0.09185609966516495
109_HM10395_109_HM10395_S122_0037,37,optical_flow,phase_40,22.3996639251709,0.7534012794494629,0.09632191807031631
109_HM10395_109_HM10395_S101_0012,12,linear,phase_10,32.842979431152344,0.9201043248176575,0.037514578551054
109_HM10395_109_HM10395_S101_0012,12,linear,phase_20,31.872896194458008,0.8806608319282532,0.052530687302351
109_HM10395_109_HM10395_S101_0012,12,linear,phase_30,29.678380966186523,0.8828313946723938,0.057969238609075546
109_HM10395_109_HM10395_S101_0012,12,linear,phase_40,32.65629196166992,0.9253976345062256,0.03316250070929527
109_HM10395_109_HM10395_S101_0012,12,spline,phase_10,32.5068473815918,0.9180377721786499,0.033544376492500305
109_HM10395_109_HM10395_S101_0012,12,spline,phase_20,31.885480880737305,0.8796741962432861,0.050404731184244156
109_HM10395_109_HM10395_S101_0012,12,spline,phase_30,29.72086524963379,0.8842930793762207,0.0543232262134552
109_HM10395_109_HM10395_S101_0012,12,spline,phase_40,32.65045166015625,0.9257723093032837,0.029144538566470146
109_HM10395_109_HM10395_S101_0012,12,optical_flow,phase_10,30.93743324279785,0.9237635135650635,0.044108204543590546
109_HM10395_109_HM10395_S101_0012,12,optical_flow,phase_20,29.75526237487793,0.8775914907455444,0.05549372732639313
109_HM10395_109_HM10395_S101_0012,12,optical_flow,phase_30,25.27661895751953,0.8594045639038086,0.07119081914424896
109_HM10395_109_HM10395_S101_0012,12,optical_flow,phase_40,27.611953735351562,0.8644678592681885,0.06903854012489319
109_HM10395_109_HM10395_S101_0025,25,linear,phase_10,33.10365676879883,0.9160389304161072,0.038077473640441895
109_HM10395_109_HM10395_S101_0025,25,linear,phase_20,30.017791748046875,0.872286319732666,0.05885832756757736
109_HM10395_109_HM10395_S101_0025,25,linear,phase_30,31.782697677612305,0.8753191232681274,0.055495232343673706
109_HM10395_109_HM10395_S101_0025,25,linear,phase_40,31.279890060424805,0.9246718883514404,0.031432703137397766
109_HM10395_109_HM10395_S101_0025,25,spline,phase_10,32.49629211425781,0.915152907371521,0.033885013312101364
109_HM10395_109_HM10395_S101_0025,25,spline,phase_20,29.731857299804688,0.8716370463371277,0.056110553443431854
109_HM10395_109_HM10395_S101_0025,25,spline,phase_30,31.637611389160156,0.8753981590270996,0.05083875358104706
109_HM10395_109_HM10395_S101_0025,25,spline,phase_40,32.792266845703125,0.925717294216156,0.02884860336780548
109_HM10395_109_HM10395_S101_0025,25,optical_flow,phase_10,33.27811813354492,0.922268271446228,0.045159753412008286
109_HM10395_109_HM10395_S101_0025,25,optical_flow,phase_20,30.88878059387207,0.8739199638366699,0.05674410238862038
109_HM10395_109_HM10395_S101_0025,25,optical_flow,phase_30,31.24273681640625,0.8572141528129578,0.06331006437540054
109_HM10395_109_HM10395_S101_0025,25,optical_flow,phase_40,30.566059112548828,0.8675692081451416,0.05838952213525772
109_HM10395_109_HM10395_S101_0037,37,linear,phase_10,31.63157081604004,0.8944627046585083,0.04995850846171379
109_HM10395_109_HM10395_S101_0037,37,linear,phase_20,30.81123161315918,0.836320698261261,0.07554401457309723
109_HM10395_109_HM10395_S101_0037,37,linear,phase_30,30.460527420043945,0.8336681723594666,0.07477964460849762
109_HM10395_109_HM10395_S101_0037,37,linear,phase_40,30.274816513061523,0.9074748754501343,0.040849070996046066
109_HM10395_109_HM10395_S101_0037,37,spline,phase_10,30.93846893310547,0.8942194581031799,0.042940739542245865
109_HM10395_109_HM10395_S101_0037,37,spline,phase_20,30.36436653137207,0.83619624376297,0.07162816822528839
109_HM10395_109_HM10395_S101_0037,37,spline,phase_30,30.52593421936035,0.8340697884559631,0.06952875107526779
109_HM10395_109_HM10395_S101_0037,37,spline,phase_40,28.99643325805664,0.9089007377624512,0.03481736779212952
109_HM10395_109_HM10395_S101_0037,37,optical_flow,phase_10,30.248416900634766,0.8971449136734009,0.05211528390645981
109_HM10395_109_HM10395_S101_0037,37,optical_flow,phase_20,30.6166934967041,0.832673192024231,0.06379286199808121
109_HM10395_109_HM10395_S101_0037,37,optical_flow,phase_30,26.765811920166016,0.8067468404769897,0.07656166702508926
109_HM10395_109_HM10395_S101_0037,37,optical_flow,phase_40,24.816959381103516,0.8237067461013794,0.07556077092885971
109_HM10395_109_HM10395_S118_0012,12,linear,phase_10,35.79142761230469,0.9510176777839661,0.017645709216594696
109_HM10395_109_HM10395_S118_0012,12,linear,phase_20,32.578369140625,0.9170846939086914,0.030241195112466812
109_HM10395_109_HM10395_S118_0012,12,linear,phase_30,29.85123062133789,0.9178571701049805,0.030901113525032997
109_HM10395_109_HM10395_S118_0012,12,linear,phase_40,31.252952575683594,0.9554696679115295,0.018345706164836884
109_HM10395_109_HM10395_S118_0012,12,spline,phase_10,35.75524139404297,0.9499908089637756,0.015114713460206985
109_HM10395_109_HM10395_S118_0012,12,spline,phase_20,32.40251159667969,0.9162940979003906,0.02837594598531723
109_HM10395_109_HM10395_S118_0012,12,spline,phase_30,30.236692428588867,0.9189304113388062,0.028422247618436813
109_HM10395_109_HM10395_S118_0012,12,spline,phase_40,33.869876861572266,0.9571726322174072,0.014935298822820187
109_HM10395_109_HM10395_S118_0012,12,optical_flow,phase_10,34.14156723022461,0.9483131170272827,0.02396233379840851
109_HM10395_109_HM10395_S118_0012,12,optical_flow,phase_20,28.307680130004883,0.9075028300285339,0.03006468154489994
109_HM10395_109_HM10395_S118_0012,12,optical_flow,phase_30,31.231281280517578,0.8960616588592529,0.03336915373802185
109_HM10395_109_HM10395_S118_0012,12,optical_flow,phase_40,31.33423614501953,0.8981223106384277,0.03664878383278847
109_HM10395_109_HM10395_S118_0025,25,linear,phase_10,33.75917053222656,0.9421395659446716,0.023870231583714485
109_HM10395_109_HM10395_S118_0025,25,linear,phase_20,32.625370025634766,0.8994694948196411,0.04158291593194008
109_HM10395_109_HM10395_S118_0025,25,linear,phase_30,30.361276626586914,0.9019513726234436,0.03786901757121086
109_HM10395_109_HM10395_S118_0025,25,linear,phase_40,33.892173767089844,0.9494563341140747,0.022249577566981316
109_HM10395_109_HM10395_S118_0025,25,spline,phase_10,34.36567306518555,0.941971480846405,0.019616033881902695
109_HM10395_109_HM10395_S118_0025,25,spline,phase_20,32.833003997802734,0.8991330862045288,0.03901131451129913
109_HM10395_109_HM10395_S118_0025,25,spline,phase_30,30.546627044677734,0.9029995799064636,0.034828074276447296
109_HM10395_109_HM10395_S118_0025,25,spline,phase_40,34.291831970214844,0.9502350687980652,0.01885766163468361
109_HM10395_109_HM10395_S118_0025,25,optical_flow,phase_10,32.02299118041992,0.9444577693939209,0.025208789855241776
109_HM10395_109_HM10395_S118_0025,25,optical_flow,phase_20,31.61338233947754,0.8952404856681824,0.03495984897017479
109_HM10395_109_HM10395_S118_0025,25,optical_flow,phase_30,31.23405647277832,0.8816940784454346,0.03813052922487259
109_HM10395_109_HM10395_S118_0025,25,optical_flow,phase_40,30.58315658569336,0.8905764222145081,0.04050189256668091
109_HM10395_109_HM10395_S118_0037,37,linear,phase_10,34.335655212402344,0.9320035576820374,0.02605176530778408
109_HM10395_109_HM10395_S118_0037,37,linear,phase_20,31.84054183959961,0.8779393434524536,0.048228997737169266
109_HM10395_109_HM10395_S118_0037,37,linear,phase_30,28.410585403442383,0.8803724646568298,0.04899052903056145
109_HM10395_109_HM10395_S118_0037,37,linear,phase_40,31.189098358154297,0.9413005113601685,0.028142163529992104
109_HM10395_109_HM10395_S118_0037,37,spline,phase_10,34.56355667114258,0.931621789932251,0.022242974489927292
109_HM10395_109_HM10395_S118_0037,37,spline,phase_20,31.965505599975586,0.8772916197776794,0.04573551565408707
109_HM10395_109_HM10395_S118_0037,37,spline,phase_30,28.529502868652344,0.8816210031509399,0.04487166181206703
109_HM10395_109_HM10395_S118_0037,37,spline,phase_40,33.463104248046875,0.9436214566230774,0.022191470488905907
109_HM10395_109_HM10395_S118_0037,37,optical_flow,phase_10,30.739181518554688,0.931705892086029,0.03051702491939068
109_HM10395_109_HM10395_S118_0037,37,optical_flow,phase_20,30.600757598876953,0.8689513206481934,0.04201463609933853
109_HM10395_109_HM10395_S118_0037,37,optical_flow,phase_30,28.160348892211914,0.8484436273574829,0.052580080926418304
109_HM10395_109_HM10395_S118_0037,37,optical_flow,phase_40,30.266429901123047,0.8653233647346497,0.05459168925881386
109_HM10395_109_HM10395_S124_0012,12,linear,phase_10,24.296865463256836,0.8594420552253723,0.05969086289405823
109_HM10395_109_HM10395_S124_0012,12,linear,phase_20,23.882099151611328,0.7841877341270447,0.0921984612941742
109_HM10395_109_HM10395_S124_0012,12,linear,phase_30,25.112585067749023,0.7950944304466248,0.08532653003931046
109_HM10395_109_HM10395_S124_0012,12,linear,phase_40,27.250642776489258,0.8570611476898193,0.05809929966926575
109_HM10395_109_HM10395_S124_0012,12,spline,phase_10,26.288496017456055,0.8637029528617859,0.05363589897751808
109_HM10395_109_HM10395_S124_0012,12,spline,phase_20,24.152812957763672,0.7849050760269165,0.08805634081363678
109_HM10395_109_HM10395_S124_0012,12,spline,phase_30,25.035655975341797,0.7960053086280823,0.08047619462013245
109_HM10395_109_HM10395_S124_0012,12,spline,phase_40,27.594196319580078,0.8582789301872253,0.0515521839261055
109_HM10395_109_HM10395_S124_0012,12,optical_flow,phase_10,22.752574920654297,0.8554227352142334,0.07539381831884384
109_HM10395_109_HM10395_S124_0012,12,optical_flow,phase_20,24.273643493652344,0.7821794152259827,0.08972455561161041
109_HM10395_109_HM10395_S124_0012,12,optical_flow,phase_30,25.801647186279297,0.7704188823699951,0.08878982067108154
109_HM10395_109_HM10395_S124_0012,12,optical_flow,phase_40,25.29010772705078,0.7719197273254395,0.09634403884410858
109_HM10395_109_HM10395_S124_0025,25,linear,phase_10,27.946653366088867,0.8531762361526489,0.05968732014298439
109_HM10395_109_HM10395_S124_0025,25,linear,phase_20,24.69196319580078,0.7689625024795532,0.08482898026704788
109_HM10395_109_HM10395_S124_0025,25,linear,phase_30,25.40534019470215,0.7807525396347046,0.08360124379396439
109_HM10395_109_HM10395_S124_0025,25,linear,phase_40,24.046628952026367,0.848850429058075,0.06326382607221603
109_HM10395_109_HM10395_S124_0025,25,spline,phase_10,27.562759399414062,0.8550814986228943,0.05486765876412392
109_HM10395_109_HM10395_S124_0025,25,spline,phase_20,24.89347267150879,0.7705339789390564,0.08064611256122589
109_HM10395_109_HM10395_S124_0025,25,spline,phase_30,25.408716201782227,0.7827396392822266,0.07817192375659943
109_HM10395_109_HM10395_S124_0025,25,spline,phase_40,24.312360763549805,0.8525078892707825,0.05685656517744064
109_HM10395_109_HM10395_S124_0025,25,optical_flow,phase_10,28.53446388244629,0.8633111715316772,0.06927017867565155
109_HM10395_109_HM10395_S124_0025,25,optical_flow,phase_20,24.81572723388672,0.7873895764350891,0.0827389508485794
109_HM10395_109_HM10395_S124_0025,25,optical_flow,phase_30,26.093904495239258,0.7737948298454285,0.08404656499624252
109_HM10395_109_HM10395_S124_0025,25,optical_flow,phase_40,24.772920608520508,0.7674676179885864,0.09165500849485397
109_HM10395_109_HM10395_S124_0037,37,linear,phase_10,28.46566390991211,0.8558547496795654,0.05688672885298729
109_HM10395_109_HM10395_S124_0037,37,linear,phase_20,25.218782424926758,0.7758082747459412,0.0852140337228775
109_HM10395_109_HM10395_S124_0037,37,linear,phase_30,25.13629722595215,0.7804113030433655,0.0819564089179039
109_HM10395_109_HM10395_S124_0037,37,linear,phase_40,26.6687068939209,0.851673424243927,0.06342100352048874
109_HM10395_109_HM10395_S124_0037,37,spline,phase_10,28.18160057067871,0.8564201593399048,0.05263792350888252
109_HM10395_109_HM10395_S124_0037,37,spline,phase_20,25.52071189880371,0.7770325541496277,0.08047933876514435
109_HM10395_109_HM10395_S124_0037,37,spline,phase_30,25.292203903198242,0.7828009724617004,0.07786299288272858
109_HM10395_109_HM10395_S124_0037,37,spline,phase_40,27.22920799255371,0.8541210293769836,0.05832291767001152
109_HM10395_109_HM10395_S124_0037,37,optical_flow,phase_10,28.09052085876465,0.8530662059783936,0.06822178512811661
109_HM10395_109_HM10395_S124_0037,37,optical_flow,phase_20,25.734453201293945,0.7768043875694275,0.08577661216259003
109_HM10395_109_HM10395_S124_0037,37,optical_flow,phase_30,26.091670989990234,0.760405957698822,0.08909165859222412
109_HM10395_109_HM10395_S124_0037,37,optical_flow,phase_40,25.37682342529297,0.7614399194717407,0.08980360627174377
109_HM10395_109_HM10395_S112_0012,12,linear,phase_10,34.773231506347656,0.9507452845573425,0.021777678281068802
109_HM10395_109_HM10395_S112_0012,12,linear,phase_20,33.36429214477539,0.9310446977615356,0.03371134400367737
109_HM10395_109_HM10395_S112_0012,12,linear,phase_30,31.398361206054688,0.9246810078620911,0.0420883446931839
109_HM10395_109_HM10395_S112_0012,12,linear,phase_40,32.4126091003418,0.9438456296920776,0.027692124247550964
109_HM10395_109_HM10395_S112_0012,12,spline,phase_10,35.55093002319336,0.950641930103302,0.017515113577246666
109_HM10395_109_HM10395_S112_0012,12,spline,phase_20,33.14621353149414,0.9309701323509216,0.031443189829587936
109_HM10395_109_HM10395_S112_0012,12,spline,phase_30,31.603525161743164,0.9241657853126526,0.03901050612330437
109_HM10395_109_HM10395_S112_0012,12,spline,phase_40,34.023834228515625,0.9429605007171631,0.022594725713133812
109_HM10395_109_HM10395_S112_0012,12,optical_flow,phase_10,34.766109466552734,0.9479014277458191,0.02230854332447052
109_HM10395_109_HM10395_S112_0012,12,optical_flow,phase_20,32.03260803222656,0.9222686886787415,0.029675539582967758
109_HM10395_109_HM10395_S112_0012,12,optical_flow,phase_30,30.350688934326172,0.9093575477600098,0.03691120818257332
109_HM10395_109_HM10395_S112_0012,12,optical_flow,phase_40,30.492631912231445,0.9067996740341187,0.04341326281428337
109_HM10395_109_HM10395_S112_0025,25,linear,phase_10,32.297447204589844,0.9431672096252441,0.031209709122776985
109_HM10395_109_HM10395_S112_0025,25,linear,phase_20,24.572021484375,0.9185119271278381,0.045353177934885025
109_HM10395_109_HM10395_S112_0025,25,linear,phase_30,32.13750457763672,0.9142395853996277,0.05428093299269676
109_HM10395_109_HM10395_S112_0025,25,linear,phase_40,32.01543045043945,0.9404966831207275,0.029895581305027008
109_HM10395_109_HM10395_S112_0025,25,spline,phase_10,32.98402786254883,0.9427968263626099,0.02512310817837715
109_HM10395_109_HM10395_S112_0025,25,spline,phase_20,24.721895217895508,0.9185817241668701,0.04284631460905075
109_HM10395_109_HM10395_S112_0025,25,spline,phase_30,32.38136672973633,0.9137892127037048,0.05057591572403908
109_HM10395_109_HM10395_S112_0025,25,spline,phase_40,33.502742767333984,0.939483642578125,0.025471139699220657
109_HM10395_109_HM10395_S112_0025,25,optical_flow,phase_10,33.877845764160156,0.9400102496147156,0.02907397411763668
109_HM10395_109_HM10395_S112_0025,25,optical_flow,phase_20,28.202945709228516,0.9069564938545227,0.03828418627381325
109_HM10395_109_HM10395_S112_0025,25,optical_flow,phase_30,31.381696701049805,0.8902321457862854,0.047090575098991394
109_HM10395_109_HM10395_S112_0025,25,optical_flow,phase_40,32.46726608276367,0.8988982439041138,0.04684712737798691
109_HM10395_109_HM10395_S112_0037,37,linear,phase_10,34.489463806152344,0.9328072667121887,0.02938305400311947
109_HM10395_109_HM10395_S112_0037,37,linear,phase_20,30.221479415893555,0.9065859317779541,0.042293839156627655
109_HM10395_109_HM10395_S112_0037,37,linear,phase_30,32.22392272949219,0.898283064365387,0.05673057213425636
109_HM10395_109_HM10395_S112_0037,37,linear,phase_40,31.761146545410156,0.9284414052963257,0.03600660711526871
109_HM10395_109_HM10395_S112_0037,37,spline,phase_10,34.54233932495117,0.9322189688682556,0.023959968239068985
109_HM10395_109_HM10395_S112_0037,37,spline,phase_20,30.42290496826172,0.9060516357421875,0.03903943672776222
109_HM10395_109_HM10395_S112_0037,37,spline,phase_30,32.17055130004883,0.8982565402984619,0.0528392568230629
109_HM10395_109_HM10395_S112_0037,37,spline,phase_40,30.309307098388672,0.9279249310493469,0.031157977879047394
109_HM10395_109_HM10395_S112_0037,37,optical_flow,phase_10,33.83418273925781,0.932659924030304,0.030613059177994728
109_HM10395_109_HM10395_S112_0037,37,optical_flow,phase_20,32.78894805908203,0.9036163091659546,0.037005335092544556
109_HM10395_109_HM10395_S112_0037,37,optical_flow,phase_30,31.167194366455078,0.8812293410301208,0.048830773681402206
109_HM10395_109_HM10395_S112_0037,37,optical_flow,phase_40,28.949230194091797,0.8845681548118591,0.05410470440983772
109_HM10395_109_HM10395_S109_0012,12,linear,phase_10,37.86263656616211,0.9660037159919739,0.013583358377218246
109_HM10395_109_HM10395_S109_0012,12,linear,phase_20,32.02303695678711,0.9368385076522827,0.03707408532500267
109_HM10395_109_HM10395_S109_0012,12,linear,phase_30,32.699432373046875,0.9414322972297668,0.028902603313326836
109_HM10395_109_HM10395_S109_0012,12,linear,phase_40,34.72087097167969,0.9697357416152954,0.016765274107456207
109_HM10395_109_HM10395_S109_0012,12,spline,phase_10,38.19842529296875,0.9664245247840881,0.011106117628514767
109_HM10395_109_HM10395_S109_0012,12,spline,phase_20,31.707284927368164,0.9365125894546509,0.0348546989262104
109_HM10395_109_HM10395_S109_0012,12,spline,phase_30,34.3010368347168,0.9419161081314087,0.026406019926071167
109_HM10395_109_HM10395_S109_0012,12,spline,phase_40,34.33884048461914,0.9713122844696045,0.012146059423685074
109_HM10395_109_HM10395_S109_0012,12,optical_flow,phase_10,28.37545394897461,0.9633508324623108,0.01998109742999077
109_HM10395_109_HM10395_S109_0012,12,optical_flow,phase_20,33.89965057373047,0.928310215473175,0.02483159862458706
109_HM10395_109_HM10395_S109_0012,12,optical_flow,phase_30,29.17856216430664,0.9189220666885376,0.024563707411289215
109_HM10395_109_HM10395_S109_0012,12,optical_flow,phase_40,26.456092834472656,0.9161272048950195,0.02975214459002018
109_HM10395_109_HM10395_S109_0025,25,linear,phase_10,31.402761459350586,0.9405986070632935,0.023812437430024147
109_HM10395_109_HM10395_S109_0025,25,linear,phase_20,29.245676040649414,0.911349356174469,0.038987401872873306
109_HM10395_109_HM10395_S109_0025,25,linear,phase_30,30.56710433959961,0.9208534955978394,0.03964076191186905
109_HM10395_109_HM10395_S109_0025,25,linear,phase_40,35.910057067871094,0.9623603224754333,0.018192077055573463
109_HM10395_109_HM10395_S109_0025,25,spline,phase_10,29.432783126831055,0.9402025938034058,0.020251793786883354
109_HM10395_109_HM10395_S109_0025,25,spline,phase_20,25.888378143310547,0.908467173576355,0.03785840794444084
109_HM10395_109_HM10395_S109_0025,25,spline,phase_30,34.14659881591797,0.9223006367683411,0.03549064323306084
109_HM10395_109_HM10395_S109_0025,25,spline,phase_40,34.155052185058594,0.9642581939697266,0.01405726745724678
109_HM10395_109_HM10395_S109_0025,25,optical_flow,phase_10,32.927913665771484,0.9317733645439148,0.035813432186841965
109_HM10395_109_HM10395_S109_0025,25,optical_flow,phase_20,22.693859100341797,0.882611095905304,0.050449445843696594
109_HM10395_109_HM10395_S109_0025,25,optical_flow,phase_30,17.03907012939453,0.861932635307312,0.06287653744220734
109_HM10395_109_HM10395_S109_0025,25,optical_flow,phase_40,16.42144203186035,0.8642733097076416,0.07062716782093048
109_HM10395_109_HM10395_S109_0037,37,linear,phase_10,29.773488998413086,0.9291781187057495,0.028852269053459167
109_HM10395_109_HM10395_S109_0037,37,linear,phase_20,30.01995277404785,0.8789385557174683,0.049943048506975174
109_HM10395_109_HM10395_S109_0037,37,linear,phase_30,28.37846565246582,0.8758776783943176,0.05438444763422012
109_HM10395_109_HM10395_S109_0037,37,linear,phase_40,31.570695877075195,0.9343104362487793,0.03076736442744732
109_HM10395_109_HM10395_S109_0037,37,spline,phase_10,31.3832950592041,0.9299229979515076,0.026742275804281235
