baseline,slice_num,phase,psnr,ssim,msssim,ssim_like,lpips
spline,25,10,23.831771200935613,0.5848316615466428,0.8003045916557312,0.8003045916557312,0.08068326860666275
spline,25,20,21.642545113358025,0.37525402363144217,0.5935193300247192,0.5935193300247192,0.12911199033260345
spline,25,30,22.058914419390824,0.38637436614352444,0.6086074113845825,0.6086074113845825,0.12419246137142181
spline,25,40,24.42005408030152,0.5987802013623467,0.8165199160575867,0.8165199160575867,0.07673816382884979
spline,37,10,23.826340230926043,0.5729605836670744,0.7943636178970337,0.7943636178970337,0.08288037776947021
spline,37,20,21.730723985068813,0.36279929897410423,0.5729067325592041,0.5729067325592041,0.12151549756526947
spline,37,30,22.174551812015068,0.3721563417903896,0.5821548104286194,0.5821548104286194,0.11770177632570267
spline,37,40,24.224248526214367,0.5834420622833355,0.8029274940490723,0.8029274940490723,0.07445072382688522
spline,12,10,21.15360513026058,0.5179734033163441,0.7653501033782959,0.7653501033782959,0.10311578959226608
spline,12,20,19.220175521491033,0.29612249450351524,0.5460736751556396,0.5460736751556396,0.14786648750305176
spline,12,30,19.26973048759863,0.2935580058311371,0.5504091382026672,0.5504091382026672,0.14840124547481537
spline,12,40,21.180248488878295,0.5226128638427361,0.7753368616104126,0.7753368616104126,0.09546509385108948
spline,25,10,21.706366890282325,0.5432269036113192,0.7873795032501221,0.7873795032501221,0.10030535608530045
spline,25,20,19.739165914533856,0.3016521434958291,0.5548678636550903,0.5548678636550903,0.15072384476661682
spline,25,30,19.676897943573465,0.3025872229960353,0.5600023865699768,0.5600023865699768,0.15002453327178955
spline,25,40,21.63709712668804,0.5421193869654851,0.7916309237480164,0.7916309237480164,0.09630727767944336
spline,37,10,21.657633511187377,0.537729117646992,0.7884752154350281,0.7884752154350281,0.09153987467288971
spline,37,20,19.567310268021544,0.28599653708007533,0.5466041564941406,0.5466041564941406,0.14780846238136292
spline,37,30,19.500358940904327,0.28683058908581477,0.5452665686607361,0.5452665686607361,0.1496480405330658
spline,37,40,21.516875177798877,0.5308100340052545,0.7847870588302612,0.7847870588302612,0.0887385904788971
spline,12,10,22.71297091608792,0.5745329132697037,0.8000051379203796,0.8000051379203796,0.0966762900352478
spline,12,20,20.429926708591744,0.3307027346156565,0.5880242586135864,0.5880242586135864,0.1345742791891098
spline,12,30,20.55821517449256,0.32452923588764576,0.5955169200897217,0.5955169200897217,0.1285095363855362
spline,12,40,22.79971448228212,0.5775847916476898,0.8138200044631958,0.8138200044631958,0.08309534937143326
spline,25,10,22.926708423470174,0.583567828078543,0.808060884475708,0.808060884475708,0.09391391277313232
spline,25,20,20.59686746802332,0.3375114315753689,0.5976305603981018,0.5976305603981018,0.14219695329666138
spline,25,30,20.86020104931518,0.3341801930640602,0.610058069229126,0.610058069229126,0.12954574823379517
spline,25,40,23.20391399374114,0.5889789454699618,0.8275177478790283,0.8275177478790283,0.08151745051145554
spline,37,10,22.847019173451173,0.5713423527899243,0.7985109090805054,0.7985109090805054,0.0863511711359024
spline,37,20,20.705910212542626,0.32316696301435727,0.5845851898193359,0.5845851898193359,0.13964658975601196
spline,37,30,20.704144239462874,0.3141660188922177,0.5829461812973022,0.5829461812973022,0.13402901589870453
spline,37,40,22.87903780794601,0.5773496881615476,0.8120895028114319,0.8120895028114319,0.07637991011142731
spline,12,10,22.645845000319195,0.5376072169568615,0.7841026186943054,0.7841026186943054,0.10186675935983658
spline,12,20,20.557085397008002,0.3503069453809525,0.593296468257904,0.593296468257904,0.14857745170593262
spline,12,30,20.702366333931895,0.34041941453106284,0.5900048613548279,0.5900048613548279,0.1428055614233017
spline,12,40,22.091775959303742,0.5132433169802539,0.7563262581825256,0.7563262581825256,0.10065089166164398
spline,37,10,22.58839898024791,0.5331317474919459,0.7881633043289185,0.7881633043289185,0.09794177860021591
spline,37,20,20.59713372122097,0.3487723669926362,0.5886474847793579,0.5886474847793579,0.15046627819538116
spline,37,30,21.026508653785676,0.34379610324280824,0.5910412073135376,0.5910412073135376,0.14425718784332275
spline,37,40,22.57641989531026,0.5344799945904819,0.7765824198722839,0.7765824198722839,0.09447145462036133
spline,25,10,22.868477547821247,0.5506435665004191,0.7947786450386047,0.7947786450386047,0.09496398270130157
spline,25,20,20.60787716759932,0.3591517051052645,0.598251461982727,0.598251461982727,0.14621660113334656
spline,25,30,20.889856079017072,0.35065439986674746,0.5911337733268738,0.5911337733268738,0.1445557028055191
spline,25,40,22.50034714865452,0.5318097985438651,0.7682489156723022,0.7682489156723022,0.1059337705373764
spline,12,10,21.276330547187648,0.5190416286148177,0.7631573677062988,0.7631573677062988,0.10896909236907959
spline,12,20,19.512193726650928,0.30665324155561596,0.5518401265144348,0.5518401265144348,0.15511536598205566
spline,12,30,19.643838922364704,0.3099874111503958,0.5641343593597412,0.5641343593597412,0.1512872874736786
spline,12,40,21.405928668491715,0.5355701725792774,0.7866517305374146,0.7866517305374146,0.10219414532184601
spline,25,10,21.60550903911539,0.5304544568135878,0.7716060876846313,0.7716060876846313,0.10120566934347153
spline,25,20,19.631834583862766,0.3077036910703038,0.5506510138511658,0.5506510138511658,0.14617663621902466
spline,25,30,19.751116311377885,0.31694820260700557,0.5656825304031372,0.5656825304031372,0.15082809329032898
spline,25,40,21.704284507307325,0.5556579600467887,0.7993505001068115,0.7993505001068115,0.09708614647388458
spline,37,10,21.679965682422505,0.5270749354361018,0.7747402787208557,0.7747402787208557,0.09426510334014893
spline,37,20,19.807874807604556,0.2956262164838966,0.5404520034790039,0.5404520034790039,0.14771074056625366
spline,37,30,19.977981001818854,0.3028396970028564,0.5515947341918945,0.5515947341918945,0.14548614621162415
spline,37,40,21.814661826669063,0.5436278259402977,0.7919996976852417,0.7919996976852417,0.09384581446647644
spline,25,10,21.653002169065697,0.5215915506716813,0.7709565758705139,0.7709565758705139,0.0943630114197731
spline,25,20,19.583828482166613,0.30445063942600686,0.5549867749214172,0.5549867749214172,0.15072587132453918
spline,25,30,19.815757863326983,0.30216788718230203,0.5580636262893677,0.5580636262893677,0.14347612857818604
spline,25,40,22.042100708566075,0.5298645394176433,0.7930864691734314,0.7930864691734314,0.09959752857685089
spline,12,10,21.342160557428844,0.49816324614380486,0.7544099688529968,0.7544099688529968,0.1009221151471138
spline,12,20,19.496104826151488,0.29151607731898105,0.5457438826560974,0.5457438826560974,0.1514144092798233
spline,12,30,19.708414841438945,0.2930740685155888,0.5535559058189392,0.5535559058189392,0.14540886878967285
spline,12,40,21.64777970418617,0.5072891484738983,0.7725013494491577,0.7725013494491577,0.09627823531627655
spline,37,10,21.791361681027922,0.5225869851520888,0.7799147963523865,0.7799147963523865,0.09053389728069305
spline,37,20,19.78649414839944,0.29643989905321405,0.5492104887962341,0.5492104887962341,0.14880354702472687
spline,37,30,20.060203387643888,0.295345855637156,0.5520718097686768,0.5520718097686768,0.14631083607673645
spline,37,40,22.20856888513435,0.5260753029698564,0.7940837740898132,0.7940837740898132,0.08311406522989273
spline,25,10,22.97935671776941,0.547521183124657,0.7953761219978333,0.7953761219978333,0.0904756635427475
spline,25,20,21.404212552646054,0.3583339496339822,0.6324610710144043,0.6324610710144043,0.14357133209705353
spline,25,30,21.44860447291171,0.363006136559457,0.6379223465919495,0.6379223465919495,0.1383095234632492
spline,25,40,23.47303421349387,0.5811668264715179,0.824012815952301,0.824012815952301,0.08146044611930847
spline,37,10,22.920577230806334,0.5419016308216563,0.794950544834137,0.794950544834137,0.08448658883571625
spline,37,20,21.348170299708087,0.3463674561553069,0.6178776621818542,0.6178776621818542,0.12918034195899963
spline,37,30,21.32360216775919,0.3486047472787682,0.6175915598869324,0.6175915598869324,0.13021336495876312
spline,37,40,23.32287444318591,0.5820286889824203,0.8202628493309021,0.8202628493309021,0.07856227457523346
spline,12,10,22.34243887082833,0.5132009135775784,0.7714968919754028,0.7714968919754028,0.09117777645587921
spline,12,20,20.957670365456707,0.3329722579633068,0.6093692779541016,0.6093692779541016,0.1400686353445053
spline,12,30,20.99393420979821,0.3467853457580614,0.6153237819671631,0.6153237819671631,0.13351640105247498
spline,12,40,22.893486202057154,0.5614704572896544,0.8034980893135071,0.8034980893135071,0.08875881880521774
spline,25,10,21.71648238275423,0.5249301344018406,0.7707530856132507,0.7707530856132507,0.10179221630096436
spline,25,20,19.95166238508045,0.32550994812983963,0.5688827633857727,0.5688827633857727,0.1508065015077591
spline,25,30,20.1415841654878,0.32144832160924075,0.5797516107559204,0.5797516107559204,0.14624185860157013
spline,25,40,22.104436649241585,0.5372132478937347,0.7953895926475525,0.7953895926475525,0.09263737499713898
spline,12,10,21.242031134165057,0.5016404738753634,0.7445341348648071,0.7445341348648071,0.11684934794902802
spline,12,20,19.549881653607773,0.3094182239744735,0.5481009483337402,0.5481009483337402,0.16160088777542114
spline,12,30,19.75465337729662,0.30868903101403933,0.562466025352478,0.562466025352478,0.14991682767868042
spline,12,40,21.64730151997675,0.5208468536905755,0.7808824777603149,0.7808824777603149,0.09684932231903076
spline,37,10,21.859711301779914,0.5270064149253508,0.7702742218971252,0.7702742218971252,0.10535388439893723
spline,37,20,20.13970457433375,0.3198314491655868,0.5619614720344543,0.5619614720344543,0.15783286094665527
spline,37,30,20.150628467687387,0.3094414023993951,0.5588914752006531,0.5588914752006531,0.1416066735982895
spline,37,40,21.99649769035352,0.532633305629701,0.7862080931663513,0.7862080931663513,0.08827526122331619
spline,12,10,21.60359206758132,0.5263020491078508,0.7708725929260254,0.7708725929260254,0.10172107815742493
spline,12,20,19.76773987993426,0.3105719137892548,0.5538773536682129,0.5538773536682129,0.14628644287586212
spline,12,30,19.844794433255053,0.314763195641575,0.5623068809509277,0.5623068809509277,0.14835405349731445
spline,12,40,22.01072037022427,0.5504775460944011,0.7940424084663391,0.7940424084663391,0.09106538444757462
spline,25,10,21.60737501302528,0.52236384612065,0.7728340029716492,0.7728340029716492,0.091432586312294
spline,25,20,19.756256233531502,0.3094204979371472,0.5537293553352356,0.5537293553352356,0.13298751413822174
spline,25,30,19.854017295197643,0.3123115353472415,0.5593443512916565,0.5593443512916565,0.13665737211704254
spline,25,40,22.053460969582833,0.5426763909956245,0.7873839735984802,0.7873839735984802,0.08474185317754745
spline,37,10,21.717802974710303,0.5158051331148498,0.768703043460846,0.768703043460846,0.08213042467832565
spline,37,20,19.958265036577213,0.3038066902410511,0.5416618585586548,0.5416618585586548,0.13691703975200653
spline,37,30,20.026588424385828,0.3038175179860578,0.5515754818916321,0.5515754818916321,0.13616451621055603
spline,37,40,22.072858006056254,0.5402778707928761,0.790795087814331,0.790795087814331,0.08416172116994858
spline,12,10,21.193475191884925,0.5197562857221731,0.7684093117713928,0.7684093117713928,0.11151645332574844
spline,12,20,19.345467407386977,0.297580562955485,0.5530046224594116,0.5530046224594116,0.1599983423948288
spline,12,30,19.438107080962787,0.29748417406980515,0.5580530166625977,0.5580530166625977,0.15588003396987915
spline,12,40,21.57395520672867,0.5326171441662706,0.7871548533439636,0.7871548533439636,0.09601123631000519
spline,25,10,21.394177515370153,0.5268444516786303,0.7799361348152161,0.7799361348152161,0.10171279311180115
spline,25,20,19.540226044260177,0.30498540169199073,0.5696344375610352,0.5696344375610352,0.1566532850265503
spline,25,30,19.661369924205054,0.3100115733980683,0.5761008858680725,0.5761008858680725,0.15067067742347717
spline,25,40,21.94074612303997,0.5476903824622155,0.8015567660331726,0.8015567660331726,0.08583775162696838
spline,37,10,21.27971291071125,0.5144815697092295,0.7684198617935181,0.7684198617935181,0.1020350307226181
spline,37,20,19.46808994347999,0.2894300844209667,0.5416374206542969,0.5416374206542969,0.1574661284685135
spline,37,30,19.563035467813773,0.29408048417612964,0.5491169691085815,0.5491169691085815,0.1496867537498474
spline,37,40,21.807827664274523,0.5333296106812618,0.7917212247848511,0.7917212247848511,0.08290757238864899
spline,12,10,20.30011957074018,0.5066416042431866,0.754942774772644,0.754942774772644,0.11550801992416382
spline,12,20,18.31350388522121,0.2897731397228557,0.5289536714553833,0.5289536714553833,0.1573180854320526
spline,12,30,18.363274578920624,0.3037529870872077,0.5330022573471069,0.5330022573471069,0.15786972641944885
spline,12,40,19.67083860284704,0.5001998622108831,0.7355791330337524,0.7355791330337524,0.10993997007608414
spline,25,10,20.577465547410007,0.5068487236741465,0.7663355469703674,0.7663355469703674,0.11032283306121826
spline,25,20,18.476047944229148,0.2930384147905886,0.5405527353286743,0.5405527353286743,0.1504051238298416
spline,25,30,18.423009225153905,0.3120956547940714,0.5552904605865479,0.5552904605865479,0.15929970145225525
spline,25,40,19.639000518543938,0.5070696335313077,0.7484152317047119,0.7484152317047119,0.11343461275100708
spline,37,10,20.667395626635596,0.5017915273266289,0.7595632076263428,0.7595632076263428,0.1068313866853714
spline,37,20,18.498704305732538,0.27801313537894135,0.5085874795913696,0.5085874795913696,0.15312831103801727
spline,37,30,18.425540674426237,0.29484511185248613,0.5238205790519714,0.5238205790519714,0.1528664529323578
spline,37,40,19.74890214284645,0.5054460465932343,0.7447942495346069,0.7447942495346069,0.1031952053308487
spline,12,10,23.24880294476438,0.5719184875614615,0.8081592321395874,0.8081592321395874,0.086852066218853
spline,12,20,21.460075171761925,0.3573334549240205,0.625160276889801,0.625160276889801,0.14121916890144348
spline,12,30,21.761178818613928,0.36328951086986666,0.638975203037262,0.638975203037262,0.13904809951782227
spline,12,40,23.982712970226,0.5938140999984065,0.8286112546920776,0.8286112546920776,0.08004597574472427
spline,25,10,23.42024135221073,0.5687658246483394,0.8157432675361633,0.8157432675361633,0.08569802343845367
spline,25,20,21.601644413686117,0.3644008762119229,0.6388250589370728,0.6388250589370728,0.1441994458436966
spline,25,30,21.919762704743235,0.37479389624213016,0.6533308625221252,0.6533308625221252,0.134613037109375
spline,25,40,23.999223789183578,0.5913130945230468,0.8313824534416199,0.8313824534416199,0.0776231437921524
spline,37,10,23.467719307166423,0.5827574552509236,0.8242480754852295,0.8242480754852295,0.07835475355386734
spline,37,20,21.524221176231208,0.36239004008431264,0.6345118284225464,0.6345118284225464,0.13003279268741608
spline,37,30,21.76206863979678,0.36461228359336567,0.6382379531860352,0.6382379531860352,0.130675807595253
spline,37,40,23.926108385964966,0.5917611312258738,0.827870786190033,0.827870786190033,0.06799294799566269
spline,25,10,24.436880266681197,0.6178737657313241,0.8466320633888245,0.8466320633888245,0.07015134394168854
spline,25,20,22.421028549679068,0.38095941007700274,0.6722781658172607,0.6722781658172607,0.12197136878967285
spline,25,30,22.076167462662827,0.3560444969906967,0.6505905985832214,0.6505905985832214,0.13189218938350677
spline,25,40,23.77252458754743,0.5667667908685429,0.8127820491790771,0.8127820491790771,0.08303152769804001
spline,37,10,24.27449589223743,0.6076952541496489,0.8475190997123718,0.8475190997123718,0.06473416090011597
spline,37,20,22.18800360135432,0.3559360935130118,0.6630474925041199,0.6630474925041199,0.11666801571846008
spline,37,30,21.886279992341564,0.3335099996330736,0.6411092877388,0.6411092877388,0.12986980378627777
spline,37,40,23.906859240625163,0.5707899728544722,0.8222752809524536,0.8222752809524536,0.06960814446210861
spline,12,10,24.08898432760917,0.6020241512633968,0.8337433338165283,0.8337433338165283,0.07441441714763641
spline,12,20,22.216821043619994,0.3743446926346407,0.6689206957817078,0.6689206957817078,0.12694977223873138
spline,12,30,21.97616514855453,0.3561768392762463,0.6555644273757935,0.6555644273757935,0.14043763279914856
spline,12,40,23.716645898259223,0.566244973560816,0.8175554275512695,0.8175554275512695,0.08303694427013397
spline,25,10,21.895108096348043,0.5249364280954205,0.7647070288658142,0.7647070288658142,0.09852170944213867
spline,25,20,20.14045424102712,0.31542362475085906,0.5636715292930603,0.5636715292930603,0.1426394283771515
spline,25,30,20.11337532167166,0.3109834752743498,0.5662277340888977,0.5662277340888977,0.1449582874774933
spline,25,40,21.866731597911517,0.515905005783665,0.7713249325752258,0.7713249325752258,0.10029393434524536
spline,12,10,21.78267668175138,0.5120250652344881,0.7623471617698669,0.7623471617698669,0.09773819893598557
spline,12,20,20.032664789443423,0.3175526224983723,0.5689211487770081,0.5689211487770081,0.1485235095024109
spline,12,30,20.13969810106321,0.3135627443429328,0.5734673738479614,0.5734673738479614,0.14568394422531128
spline,12,40,21.938004832792505,0.5095585871351744,0.7748768329620361,0.7748768329620361,0.09751299768686295
spline,37,10,22.1760636756081,0.522548439983015,0.7719652652740479,0.7719652652740479,0.08506958186626434
spline,37,20,20.337081164305015,0.30572583102099316,0.5555504560470581,0.5555504560470581,0.13592743873596191
spline,37,30,20.3458396515196,0.30370791576085016,0.5556232333183289,0.5556232333183289,0.13720498979091644
spline,37,40,21.99822572335963,0.5127437577113707,0.7693294286727905,0.7693294286727905,0.09260644018650055
spline,12,10,21.436534654665188,0.5051547852154877,0.7518341541290283,0.7518341541290283,0.10244953632354736
spline,12,20,20.11352706352833,0.3245848337936697,0.5729115605354309,0.5729115605354309,0.13909006118774414
spline,12,30,20.256259236527562,0.3092375682833097,0.5673640966415405,0.5673640966415405,0.1461266130208969
spline,12,40,22.118078617679366,0.5237000322233611,0.7771867513656616,0.7771867513656616,0.09373220801353455
spline,37,10,21.712118984176243,0.5145980196524176,0.7614837884902954,0.7614837884902954,0.09164664149284363
spline,37,20,20.379601440115735,0.315552562283843,0.5541395545005798,0.5541395545005798,0.12953753769397736
spline,37,30,20.427567104880463,0.3099901648898645,0.5592978000640869,0.5592978000640869,0.14056845009326935
spline,37,40,22.315383376799204,0.5284827633493832,0.7835114002227783,0.7835114002227783,0.08835521340370178
spline,25,10,21.78907034149031,0.5187433274626956,0.7680788040161133,0.7680788040161133,0.09734363853931427
spline,25,20,20.36879216153165,0.3281070505111703,0.5803831219673157,0.5803831219673157,0.14342743158340454
spline,25,30,20.51823096993298,0.323976306362364,0.5811895132064819,0.5811895132064819,0.14465704560279846
spline,25,40,22.201728389731375,0.5212999165076414,0.7810868620872498,0.7810868620872498,0.09993992745876312
spline,12,10,21.014491774642437,0.4979395790640385,0.7565487623214722,0.7565487623214722,0.12134973704814911
spline,12,20,19.08895594798771,0.2870322036220176,0.5235431790351868,0.5235431790351868,0.15919959545135498
spline,12,30,19.11976468396232,0.2856771365828614,0.5208090543746948,0.5208090543746948,0.15525506436824799
spline,12,40,21.074576776032355,0.5002340155145211,0.7492989301681519,0.7492989301681519,0.10084865987300873
spline,37,10,21.368050401107503,0.5068361992825264,0.7668097019195557,0.7668097019195557,0.09786994755268097
spline,37,20,19.476668682936168,0.29058518135927985,0.5203790664672852,0.5203790664672852,0.15158173441886902
spline,37,30,19.486352658003813,0.2937120868108179,0.5274478197097778,0.5274478197097778,0.14580848813056946
spline,37,40,21.50806862196125,0.5165265193848512,0.7659515142440796,0.7659515142440796,0.09705555438995361
spline,25,10,21.448197123510756,0.5214003652426569,0.7703859806060791,0.7703859806060791,0.10776922851800919
spline,25,20,19.411365765220957,0.29742256630994957,0.5241988897323608,0.5241988897323608,0.15142422914505005
spline,25,30,19.346166832054458,0.30177340875044856,0.5289900302886963,0.5289900302886963,0.14906564354896545
spline,25,40,21.36016665817644,0.5195519187061436,0.7605099678039551,0.7605099678039551,0.10699610412120819
spline,12,10,21.55499479300895,0.5112934486374233,0.7536683082580566,0.7536683082580566,0.09943079203367233
spline,12,20,19.87772862445813,0.30201194975983003,0.5439890623092651,0.5439890623092651,0.14857399463653564
spline,12,30,20.223006836498985,0.3089120792821335,0.5584827065467834,0.5584827065467834,0.14140690863132477
spline,12,40,22.085706348363804,0.5237431361873189,0.7725213170051575,0.7725213170051575,0.0956360399723053
spline,25,10,21.692380772281435,0.5246953929554857,0.7685229778289795,0.7685229778289795,0.09791989624500275
spline,25,20,19.98152271735359,0.30977814834808504,0.5586318969726562,0.5586318969726562,0.14091897010803223
spline,25,30,20.228557007070318,0.32017223571722514,0.568338930606842,0.568338930606842,0.14489999413490295
spline,25,40,22.044837368550088,0.5281632004223787,0.7766316533088684,0.7766316533088684,0.0985884740948677
spline,37,10,21.7857046715546,0.5190225483771688,0.7665643095970154,0.7665643095970154,0.09748528897762299
spline,37,20,20.107134743649155,0.30366699821284265,0.547518789768219,0.547518789768219,0.14500975608825684
spline,37,30,20.308008997452454,0.30917077314942704,0.5528274774551392,0.5528274774551392,0.15070931613445282
spline,37,40,21.948703440431558,0.5167658295867245,0.7673690319061279,0.7673690319061279,0.09226667881011963
spline,25,10,21.432460113958605,0.4991869674321751,0.7451876997947693,0.7451876997947693,0.11294247210025787
spline,25,20,19.671096417203113,0.3125882512399109,0.545447051525116,0.545447051525116,0.15236139297485352
spline,25,30,19.74326038896112,0.3147760275673432,0.5526279211044312,0.5526279211044312,0.1556120216846466
spline,25,40,21.607615361305342,0.520673743827272,0.765346884727478,0.765346884727478,0.1156412735581398
spline,12,10,21.201363269240993,0.49770162663637985,0.7429812550544739,0.7429812550544739,0.11431655287742615
spline,12,20,19.688726128056967,0.3151238617688698,0.5540419816970825,0.5540419816970825,0.15576663613319397
spline,12,30,19.78498530209897,0.3098627551292313,0.5553343892097473,0.5553343892097473,0.14848893880844116
spline,12,40,21.641275773697743,0.5137076919135523,0.7676379680633545,0.7676379680633545,0.10663008689880371
spline,37,10,21.483520389986985,0.5001797971164625,0.7524527311325073,0.7524527311325073,0.10640138387680054
spline,37,20,19.818170816172188,0.3055624313653267,0.5428808927536011,0.5428808927536011,0.14747442305088043
spline,37,30,19.95934923999185,0.3140466882939909,0.5553827285766602,0.5553827285766602,0.15265357494354248
spline,37,40,21.753521946609226,0.5178288138797118,0.7697544097900391,0.7697544097900391,0.10355439782142639
spline,12,10,21.54058659004062,0.5314241351658241,0.7715702652931213,0.7715702652931213,0.10721500962972641
spline,12,20,19.379682585740667,0.3031328052934712,0.5501710176467896,0.5501710176467896,0.15605059266090393
spline,12,30,19.349885777041777,0.29552273723599115,0.5492700338363647,0.5492700338363647,0.1530848741531372
spline,12,40,21.327860274173137,0.5214545291840523,0.7708725333213806,0.7708725333213806,0.10058607906103134
spline,37,10,21.85861312163633,0.5277535710949872,0.7749763131141663,0.7749763131141663,0.09341659396886826
spline,37,20,19.774930009242876,0.3005475598625096,0.5417781472206116,0.5417781472206116,0.15226255357265472
spline,37,30,19.684596453804293,0.2986856600998366,0.5426334738731384,0.5426334738731384,0.14329424500465393
spline,37,40,21.546461993989126,0.5221117070923087,0.7692859768867493,0.7692859768867493,0.09383919090032578
spline,25,10,21.95193467847696,0.5404804825812014,0.7877998948097229,0.7877998948097229,0.1048121303319931
spline,25,20,19.80098879130521,0.3118207237233587,0.5617318153381348,0.5617318153381348,0.14773406088352203
spline,25,30,19.755651858741786,0.3108008157172092,0.5591493844985962,0.5591493844985962,0.15009474754333496
spline,25,40,21.81844864366736,0.5426208247779631,0.7849411964416504,0.7849411964416504,0.09786856919527054
spline,12,10,21.92164755515225,0.510661076156297,0.7591727375984192,0.7591727375984192,0.09698565304279327
spline,12,20,19.845283671331764,0.30854047027004294,0.5519867539405823,0.5519867539405823,0.15301360189914703
spline,12,30,19.89214301068637,0.3070069380746824,0.5589451193809509,0.5589451193809509,0.1398068070411682
spline,12,40,21.92006059073799,0.5234362304958716,0.7764524817466736,0.7764524817466736,0.08937250077724457
spline,37,10,22.393513834519343,0.5330788404052905,0.7848008275032043,0.7848008275032043,0.09228968620300293
spline,37,20,19.98538672300057,0.2970581949931504,0.5437728762626648,0.5437728762626648,0.14041246473789215
spline,37,30,20.015902909632214,0.3007395117535745,0.5525813102722168,0.5525813102722168,0.1318698525428772
spline,37,40,22.22471305563107,0.5429097859504376,0.7892087697982788,0.7892087697982788,0.0853160172700882
spline,25,10,22.19778728675168,0.5350737484332979,0.7750825881958008,0.7750825881958008,0.09298351407051086
spline,25,20,19.95802705367503,0.3084923945387921,0.5530799031257629,0.5530799031257629,0.1482054442167282
spline,25,30,20.044902472377167,0.3132059178364037,0.5650852918624878,0.5650852918624878,0.13992023468017578
spline,25,40,22.288637356001132,0.5442747843673212,0.7884626984596252,0.7884626984596252,0.09164227545261383
spline,25,10,23.788541685004226,0.6154637993221327,0.8340468406677246,0.8340468406677246,0.07140590995550156
spline,25,20,21.583469632319567,0.3686183729565066,0.6395314335823059,0.6395314335823059,0.12892426550388336
spline,25,30,21.736575162425797,0.3734947191318999,0.6454073786735535,0.6454073786735535,0.12298700958490372
spline,25,40,23.81848450361823,0.6141968990605096,0.8326064944267273,0.8326064944267273,0.06486504524946213
spline,25,10,32.7224188142996,0.9780963515606107,0.9773286581039429,0.9773286581039429,0.017165303230285645
spline,25,20,28.34064642263751,0.9464282607584019,0.9504243731498718,0.9504243731498718,0.0366896316409111
spline,25,30,28.424125421091873,0.947121526579386,0.9501349329948425,0.9501349329948425,0.03943127766251564
spline,25,40,34.112899579859025,0.9827986967254778,0.9828529953956604,0.9828529953956604,0.014585722237825394
spline,12,10,23.359443234501978,0.5785510837149259,0.8096532225608826,0.8096532225608826,0.07475413382053375
spline,12,20,21.41387960464848,0.34975484100151655,0.622625470161438,0.622625470161438,0.13042905926704407
spline,12,30,21.534464952015245,0.3624149023474684,0.631920576095581,0.631920576095581,0.12889614701271057
spline,12,40,23.563699833446023,0.6054250228834309,0.8214666843414307,0.8214666843414307,0.07586409151554108
spline,37,10,23.985477281137854,0.644416629188607,0.8465931415557861,0.8465931415557861,0.06467269361019135
spline,37,20,21.628526040203205,0.37505013739285276,0.6445565223693848,0.6445565223693848,0.1339164525270462
spline,37,30,21.6739879722314,0.3699357926520413,0.641341507434845,0.641341507434845,0.13442924618721008
spline,37,40,24.028508769244286,0.6325302475274979,0.8442229628562927,0.8442229628562927,0.06790226697921753
spline,12,10,22.906460852113185,0.5743819762423917,0.8077673316001892,0.8077673316001892,0.08581904321908951
spline,12,20,20.90601113028526,0.32994184677383964,0.6022003889083862,0.6022003889083862,0.13635742664337158
spline,12,30,20.91871248225985,0.3403408944665849,0.6051836609840393,0.6051836609840393,0.14334262907505035
spline,12,40,23.013419370860344,0.5808967352118609,0.8030901551246643,0.8030901551246643,0.08510264754295349
spline,25,10,23.128771250763528,0.5700179123901443,0.8111231327056885,0.8111231327056885,0.08558765053749084
spline,25,20,21.21850700094604,0.327970623228408,0.6106938719749451,0.6106938719749451,0.14027176797389984
spline,25,30,21.358291346780547,0.35018848385213275,0.6268667578697205,0.6268667578697205,0.1347067654132843
spline,25,40,23.271788217573874,0.5841883402052651,0.8102359175682068,0.8102359175682068,0.08709028363227844
spline,37,10,23.301134852784667,0.5879214376893649,0.8242149353027344,0.8242149353027344,0.08187989890575409
spline,37,20,21.067408317135666,0.3228076789354099,0.600771963596344,0.600771963596344,0.14616288244724274
spline,37,30,21.146658223391324,0.34723127014131727,0.6140092015266418,0.6140092015266418,0.13671261072158813
spline,37,40,23.488950610745356,0.6180819637778637,0.8283220529556274,0.8283220529556274,0.08089981228113174
spline,12,10,23.281181555817557,0.6055828764277772,0.821726381778717,0.821726381778717,0.07820072770118713
spline,12,20,21.218735187188344,0.3469611307276172,0.6218016743659973,0.6218016743659973,0.14518748223781586
spline,12,30,21.254649526963533,0.3458279621377852,0.6199808120727539,0.6199808120727539,0.14805470407009125
spline,12,40,22.903821594314408,0.5718209408851742,0.7999020218849182,0.7999020218849182,0.08401602506637573
spline,25,10,23.915537301056776,0.6453589960020852,0.8443188667297363,0.8443188667297363,0.07303246855735779
spline,25,20,21.536356766689458,0.37009766091687984,0.6383554935455322,0.6383554935455322,0.14266960322856903
spline,25,30,21.499376756841258,0.3586837436972035,0.6315053701400757,0.6315053701400757,0.13898099958896637
spline,25,40,23.34928595307783,0.6025651781807804,0.8214402794837952,0.8214402794837952,0.07695272564888
spline,37,10,23.81721754921809,0.6476092824581058,0.8507092595100403,0.8507092595100403,0.06827189773321152
spline,37,20,21.525435177514545,0.37422687298483637,0.6564980149269104,0.6564980149269104,0.13938753306865692
spline,37,30,21.39246967057317,0.3584449384917608,0.6429242491722107,0.6429242491722107,0.14037811756134033
