baseline,slice_num,phase,psnr,ssim,msssim,ssim_like,lpips
linear,12,30,18.44620321446783,0.30595940642373415,0.4958847463130951,0.4958847463130951,0.16509707272052765
linear,12,40,20.067524327073535,0.4727101429077927,0.7086501717567444,0.7086501717567444,0.12053216993808746
linear,37,10,20.163505750504083,0.4656856674084735,0.7090726494789124,0.7090726494789124,0.10133066773414612
linear,37,20,18.731735126001844,0.31328519416968226,0.5117310881614685,0.5117310881614685,0.1389184594154358
linear,37,30,18.52298211662239,0.3162014990785974,0.49747881293296814,0.49747881293296814,0.18225064873695374
linear,37,40,20.201238037879534,0.4580576802105966,0.7017011046409607,0.7017011046409607,0.11918371915817261
linear,25,10,20.153066332868086,0.47660561486404723,0.7232957482337952,0.7232957482337952,0.10823136568069458
linear,25,20,18.922617720483053,0.3264553742567517,0.5436522960662842,0.5436522960662842,0.141738623380661
linear,25,30,18.86561421267817,0.32328273421489206,0.5333396792411804,0.5333396792411804,0.18186606466770172
linear,25,40,20.223206984098468,0.4778354329756372,0.7254371047019958,0.7254371047019958,0.11757716536521912
linear,25,10,23.98700139333514,0.5812173475335094,0.7927200198173523,0.7927200198173523,0.08830870687961578
linear,25,20,21.68737510456924,0.3750351790311936,0.5912333130836487,0.5912333130836487,0.134076789021492
linear,25,30,22.077177664833524,0.3851921980027972,0.6042816042900085,0.6042816042900085,0.1287040412425995
linear,25,40,24.537056000635143,0.5930548672680789,0.805797815322876,0.805797815322876,0.08601793646812439
linear,12,10,23.446763434596775,0.5639871486681682,0.7795396447181702,0.7795396447181702,0.09687314927577972
linear,12,20,21.494274394465368,0.36766837982138356,0.5820909738540649,0.5820909738540649,0.1424391120672226
linear,12,30,21.754715340952956,0.37497557504789514,0.5922787189483643,0.5922787189483643,0.13429240882396698
linear,12,40,24.020820608570528,0.5772875601218614,0.7953025698661804,0.7953025698661804,0.09364400804042816
linear,37,10,24.031851416749838,0.5691510006689529,0.7859333753585815,0.7859333753585815,0.08932802826166153
linear,37,20,21.791107087927024,0.36239641415591334,0.5701331496238708,0.5701331496238708,0.127949520945549
linear,37,30,22.19072932639358,0.37118745947698517,0.5780251026153564,0.5780251026153564,0.12229131162166595
linear,37,40,24.33050098763982,0.5775826968699322,0.7919607162475586,0.7919607162475586,0.08325762301683426
linear,12,10,21.30333682295944,0.5106079904227688,0.7558733820915222,0.7558733820915222,0.11125394701957703
linear,12,20,19.256204058426903,0.29454955619818696,0.5426461100578308,0.5426461100578308,0.1552554965019226
linear,12,30,19.31346019709096,0.29283438944160095,0.5475667119026184,0.5475667119026184,0.15556398034095764
linear,12,40,21.30930832357208,0.5142819069825352,0.7645469307899475,0.7645469307899475,0.10856166481971741
linear,37,10,21.79836511520094,0.5276970657364901,0.7760358452796936,0.7760358452796936,0.10368662327528
linear,37,20,19.603747940681224,0.2838604444957613,0.5413954257965088,0.5413954257965088,0.1546531468629837
linear,37,30,19.53481780689003,0.2846544796760942,0.5406537055969238,0.5406537055969238,0.15748631954193115
linear,37,40,21.644961796596192,0.520833702613029,0.7723081111907959,0.7723081111907959,0.10048403590917587
linear,25,10,21.861124072974274,0.5343257679751621,0.7762869000434875,0.7762869000434875,0.10995218902826309
linear,25,20,19.779242014748995,0.2996057170417546,0.5503895282745361,0.5503895282745361,0.15712982416152954
linear,25,30,19.71235853765612,0.3005569416071296,0.5553821325302124,0.5553821325302124,0.1577649712562561
linear,25,40,21.760068540768657,0.5319836378905771,0.7796772122383118,0.7796772122383118,0.10855251550674438
linear,12,10,22.900224673080828,0.5667064296575651,0.7922019958496094,0.7922019958496094,0.1034606322646141
linear,12,20,20.477982622537894,0.3279891735690957,0.5845856666564941,0.5845856666564941,0.13951672613620758
linear,12,30,20.593563700247284,0.3239220979932845,0.5923259854316711,0.5923259854316711,0.13595935702323914
linear,12,40,22.924826345320064,0.5692565130481124,0.8035997152328491,0.8035997152328491,0.09126151353120804
linear,25,10,23.098754745341502,0.5756158291306671,0.7990992665290833,0.7990992665290833,0.10166192054748535
linear,25,20,20.64922788558473,0.33549572599323685,0.5942867398262024,0.5942867398262024,0.14802159368991852
linear,25,30,20.882166181249385,0.33289095612249753,0.6056398153305054,0.6056398153305054,0.13715629279613495
linear,25,40,23.297515203919005,0.5798589791993907,0.8161457777023315,0.8161457777023315,0.08877917379140854
linear,37,10,22.995043467033724,0.5629034404352713,0.7882348299026489,0.7882348299026489,0.09669376909732819
linear,37,20,20.739090523522606,0.32079734266929205,0.5800963640213013,0.5800963640213013,0.1464158296585083
linear,37,30,20.75380764942836,0.31349495920289716,0.5799930095672607,0.5799930095672607,0.14175653457641602
linear,37,40,23.02712472005212,0.5685297677452853,0.8015238046646118,0.8015238046646118,0.08464297652244568
linear,12,10,22.829837156936776,0.5345312394993272,0.7776646018028259,0.7776646018028259,0.11209359019994736
linear,12,20,20.594332720248435,0.3493547054087594,0.5906215310096741,0.5906215310096741,0.1551026701927185
linear,12,30,20.757352317240297,0.3430985336707376,0.5904486775398254,0.5904486775398254,0.14874908328056335
linear,12,40,22.292395496067215,0.5116356066510049,0.7523482441902161,0.7523482441902161,0.10641822218894958
linear,25,10,23.022922478741915,0.5473022121539659,0.7870879173278809,0.7870879173278809,0.10546310245990753
linear,25,20,20.630633599318475,0.35828780750349476,0.5946189165115356,0.5946189165115356,0.15280593931674957
linear,25,30,20.958740863460452,0.3538411737993429,0.5920506119728088,0.5920506119728088,0.14964714646339417
linear,25,40,22.710994187214006,0.5306829154622195,0.7643800973892212,0.7643800973892212,0.11278512328863144
linear,25,10,21.776326301793002,0.522817201338139,0.7620286345481873,0.7620286345481873,0.10735107213258743
linear,25,20,19.6728236180997,0.3061342578817674,0.5469247102737427,0.5469247102737427,0.15356789529323578
linear,25,30,19.780743435246112,0.3149270336858189,0.560478150844574,0.560478150844574,0.15737396478652954
linear,25,40,21.798241151420935,0.5470502174962633,0.7877336144447327,0.7877336144447327,0.10548733174800873
linear,37,10,22.767896335002963,0.5305870698910998,0.7803484797477722,0.7803484797477722,0.1090005412697792
linear,37,20,20.642250807095483,0.3485069539305607,0.5852799415588379,0.5852799415588379,0.15735453367233276
linear,37,30,21.075264089197752,0.3471479003263165,0.5917143821716309,0.5917143821716309,0.15134964883327484
linear,37,40,22.781678431271075,0.5321797529224802,0.772063672542572,0.772063672542572,0.10237403213977814
linear,12,10,21.5029678416394,0.5123318324667958,0.7551681399345398,0.7551681399345398,0.11452581733465195
linear,12,20,19.57276630516674,0.30474720142936795,0.5488420724868774,0.5488420724868774,0.16217806935310364
linear,12,30,19.66388868835639,0.30846079370957985,0.559126079082489,0.559126079082489,0.15883329510688782
linear,12,40,21.506390681932814,0.5270555083368982,0.7752925157546997,0.7752925157546997,0.11366700381040573
linear,37,10,21.835859660070483,0.5187386497720973,0.762692928314209,0.762692928314209,0.10484558343887329
linear,37,20,19.84827845285343,0.29388606186754035,0.5354340672492981,0.5354340672492981,0.155394047498703
linear,37,30,20.006962726422444,0.3003949303882787,0.5458664894104004,0.5458664894104004,0.15233644843101501
linear,37,40,21.903900333539873,0.5336070237058217,0.778620183467865,0.778620183467865,0.10507689416408539
linear,12,10,21.527058717402188,0.4912361802204405,0.7444716691970825,0.7444716691970825,0.11055509001016617
linear,12,20,19.542734025828285,0.28978102170609776,0.5416575074195862,0.5416575074195862,0.15811258554458618
linear,12,30,19.735196818447974,0.29133644845599527,0.5490215420722961,0.5490215420722961,0.15321959555149078
linear,12,40,21.771529821520947,0.4992716835634964,0.76069176197052,0.76069176197052,0.1059487834572792
linear,25,10,21.830153614796117,0.5154064604052737,0.7614861726760864,0.7614861726760864,0.10197912156581879
linear,25,20,19.623008894996723,0.3030648161411954,0.5510317087173462,0.5510317087173462,0.1576782613992691
linear,25,30,19.848988599764226,0.30078168982652215,0.5538493990898132,0.5538493990898132,0.14997613430023193
linear,25,40,22.177252900059266,0.5230637167075881,0.7828038334846497,0.7828038334846497,0.10718072205781937
linear,25,10,23.121642579548247,0.5401853480171379,0.7869161367416382,0.7869161367416382,0.10269282013177872
linear,25,20,21.432002826495584,0.356157175746043,0.628480076789856,0.628480076789856,0.15237706899642944
linear,25,30,21.49256347406835,0.3612643191798805,0.634986937046051,0.634986937046051,0.14699164032936096
linear,25,40,23.635816552909215,0.5736383234598207,0.8159562945365906,0.8159562945365906,0.09042412787675858
linear,12,10,22.508075322834344,0.5075794405940415,0.7644500732421875,0.7644500732421875,0.1002800315618515
linear,12,20,20.98768430812506,0.3316360191140422,0.6061959862709045,0.6061959862709045,0.14697444438934326
linear,12,30,21.031572384655554,0.3442565579750451,0.6117368340492249,0.6117368340492249,0.14153440296649933
linear,12,40,23.050442782030004,0.5538184936746501,0.7952137589454651,0.7952137589454651,0.09518714249134064
linear,37,10,21.972736802030997,0.5150559202227626,0.7680142521858215,0.7680142521858215,0.10070077329874039
linear,37,20,19.82976602946971,0.29512017653550365,0.5443921685218811,0.5443921685218811,0.15787336230278015
linear,37,30,20.094501296838164,0.29374021804311096,0.5469931960105896,0.5469931960105896,0.1552859991788864
linear,37,40,22.35945323539351,0.5190297514942255,0.7819679975509644,0.7819679975509644,0.09315329790115356
linear,37,10,23.047042112780446,0.5330761641549225,0.7842855453491211,0.7842855453491211,0.09284910559654236
linear,37,20,21.367592379193567,0.34347953449824586,0.6127893924713135,0.6127893924713135,0.13685712218284607
linear,37,30,21.37471953647961,0.3467064081351566,0.6148092746734619,0.6148092746734619,0.13902390003204346
linear,37,40,23.496439300001995,0.5726397627800923,0.8111341595649719,0.8111341595649719,0.08737482875585556
linear,12,10,21.429440592366262,0.4955530515690613,0.7366152405738831,0.7366152405738831,0.12481017410755157
linear,12,20,19.597449687095498,0.307500325434796,0.5449457168579102,0.5449457168579102,0.16731826961040497
linear,12,30,19.77788193462208,0.3077332866506659,0.5582358837127686,0.5582358837127686,0.1588951051235199
linear,12,40,21.773192336192526,0.5133840440714618,0.7702441811561584,0.7702441811561584,0.10526256263256073
linear,25,10,21.885732377152856,0.5176286551126389,0.7613792419433594,0.7613792419433594,0.10982426255941391
linear,25,20,20.00223067837465,0.3235903582560837,0.565264105796814,0.565264105796814,0.156198650598526
linear,25,30,20.16043398404709,0.3202934239519201,0.5753982663154602,0.5753982663154602,0.15396711230278015
linear,25,40,22.232625742156426,0.5300610163394521,0.7848756909370422,0.7848756909370422,0.10135267674922943
linear,12,10,21.787746796283564,0.517995971857505,0.7617791891098022,0.7617791891098022,0.1087716668844223
linear,12,20,19.817528329748136,0.3083761621969733,0.5503643751144409,0.5503643751144409,0.1526770293712616
linear,12,30,19.87226086683094,0.312798523787891,0.5578707456588745,0.5578707456588745,0.15536083281040192
linear,12,40,22.14774124978137,0.5417780801786758,0.7827584743499756,0.7827584743499756,0.09994333982467651
linear,37,10,22.000152445451995,0.5184372440384535,0.7576026916503906,0.7576026916503906,0.11569152772426605
linear,37,20,20.169902834581734,0.31752667555908864,0.5566686391830444,0.5566686391830444,0.16453497111797333
linear,37,30,20.18463519381146,0.30777247856620726,0.5537763237953186,0.5537763237953186,0.14998337626457214
linear,37,40,22.130891263342573,0.5236374253146253,0.7732757329940796,0.7732757329940796,0.09909562766551971
linear,25,10,21.806640763997112,0.516222325766,0.7647097706794739,0.7647097706794739,0.09735991060733795
linear,25,20,19.81663101735566,0.3087249433958542,0.5516010522842407,0.5516010522842407,0.1387796550989151
linear,25,30,19.876085849374107,0.3109780269823101,0.5548325181007385,0.5548325181007385,0.14268217980861664
linear,25,40,22.167378477464176,0.5343610686388252,0.7751377820968628,0.7751377820968628,0.09491059184074402
linear,37,10,21.900074432141277,0.5082318537226467,0.7578272223472595,0.7578272223472595,0.09168215095996857
linear,37,20,20.007583234943255,0.3021304419566819,0.5380003452301025,0.5380003452301025,0.144684836268425
linear,37,30,20.05456046094311,0.3022950076465796,0.546135425567627,0.546135425567627,0.14463727176189423
linear,37,40,22.19811409318943,0.5322778111276173,0.7780182361602783,0.7780182361602783,0.09467470645904541
linear,12,10,21.351666948638023,0.5106437483896731,0.7584813833236694,0.7584813833236694,0.12156642973423004
linear,12,20,19.396148276177303,0.29514891824934925,0.549176812171936,0.549176812171936,0.1654857099056244
linear,12,30,19.456511533215362,0.29554741333383616,0.5538050532341003,0.5538050532341003,0.16389529407024384
linear,12,40,21.702686310896745,0.5238984705692838,0.7765463590621948,0.7765463590621948,0.10662940889596939
linear,25,10,21.54261183345678,0.5178286479535434,0.7697682976722717,0.7697682976722717,0.11081822961568832
linear,25,20,19.588890776392674,0.30283826344893494,0.5657534599304199,0.5657534599304199,0.16278976202011108
linear,25,30,19.676150274589784,0.30747444055999634,0.571380615234375,0.571380615234375,0.15903641283512115
linear,25,40,22.055743075784257,0.5386447895408372,0.7908602952957153,0.7908602952957153,0.09717212617397308
linear,37,10,21.43140417615026,0.505317102652276,0.7568135857582092,0.7568135857582092,0.11140497028827667
linear,37,20,19.51461493270823,0.2873457795423047,0.5371484160423279,0.5371484160423279,0.16494855284690857
linear,37,30,19.58176119948032,0.29148890990468523,0.543824315071106,0.543824315071106,0.15847429633140564
linear,37,40,21.935667171136274,0.5237738386375075,0.7797739505767822,0.7797739505767822,0.09411439299583435
linear,12,10,20.463327218971173,0.4993185555589453,0.7460468411445618,0.7460468411445618,0.12323010712862015
linear,12,20,18.338371676230246,0.2886849010098418,0.52572101354599,0.52572101354599,0.1619386076927185
linear,12,30,18.403879597989036,0.3018129898985168,0.5291745066642761,0.5291745066642761,0.16555941104888916
linear,12,40,19.873759591689492,0.4931471072208445,0.7265738248825073,0.7265738248825073,0.11740642040967941
linear,37,10,20.79345422098042,0.493521080245522,0.7474024295806885,0.7474024295806885,0.11465692520141602
linear,37,20,18.518933096862114,0.2766765376988836,0.5043794512748718,0.5043794512748718,0.15986184775829315
linear,37,30,18.456191281292575,0.29278582994903635,0.5183596611022949,0.5183596611022949,0.16061505675315857
linear,37,40,19.921989974902957,0.4971073108962636,0.7333678603172302,0.7333678603172302,0.11216752976179123
linear,12,10,23.41066824733541,0.5630023267115525,0.8004086017608643,0.8004086017608643,0.09601756930351257
linear,12,20,21.509772840307193,0.35379219997351136,0.6220062971115112,0.6220062971115112,0.14908616244792938
linear,12,30,21.765587253755587,0.3603553345799817,0.6339684128761292,0.6339684128761292,0.14786206185817719
linear,12,40,24.067476490954363,0.5828447041414718,0.8178595900535583,0.8178595900535583,0.0910603255033493
linear,25,10,20.724929319795976,0.49917360290709706,0.7568744421005249,0.7568744421005249,0.11693014949560165
linear,25,20,18.505425992850874,0.2918968582459284,0.5376845598220825,0.5376845598220825,0.15663376450538635
linear,25,30,18.44986263287896,0.3095965247428159,0.5502290725708008,0.5502290725708008,0.16471822559833527
linear,25,40,19.817537309917217,0.49953616736107603,0.7384299039840698,0.7384299039840698,0.12041440606117249
linear,25,10,23.586317034845163,0.560451627304016,0.8079032897949219,0.8079032897949219,0.09534769505262375
linear,25,20,21.648988773645264,0.36180271246007834,0.6356526613235474,0.6356526613235474,0.15177573263645172
linear,25,30,21.93297108953018,0.37226196278375384,0.649124801158905,0.649124801158905,0.14409686625003815
linear,25,40,24.116510522870705,0.5819333779632633,0.8219281435012817,0.8219281435012817,0.08730156719684601
linear,37,10,23.61897188857371,0.5736964381348659,0.8152948617935181,0.8152948617935181,0.08999896049499512
linear,37,20,21.579207746609406,0.35984620949382023,0.6312927007675171,0.6312927007675171,0.13812774419784546
linear,37,30,21.770970633330393,0.36227192617223347,0.6338174939155579,0.6338174939155579,0.13915187120437622
linear,37,40,24.01794791885914,0.5816524452601257,0.817105770111084,0.817105770111084,0.07844825088977814
linear,12,10,24.240428860782067,0.5927553980167664,0.8262695670127869,0.8262695670127869,0.08483260869979858
linear,12,20,22.250323908169626,0.3710363783890154,0.6654397249221802,0.6654397249221802,0.13634972274303436
linear,12,30,22.000478471685213,0.35300162607457025,0.6519128680229187,0.6519128680229187,0.1497630923986435
linear,12,40,23.84590742993034,0.5564692474581501,0.8085588216781616,0.8085588216781616,0.0939532071352005
linear,25,10,24.573836207583057,0.6083631592260745,0.8385776877403259,0.8385776877403259,0.07879588007926941
linear,25,20,22.446543127223293,0.3771921303834715,0.6681390404701233,0.6681390404701233,0.12982501089572906
linear,25,30,22.111918743960697,0.35395436269747704,0.6477792263031006,0.6477792263031006,0.13949164748191833
linear,25,40,23.92219713852189,0.558022565141476,0.8048129677772522,0.8048129677772522,0.09222622215747833
linear,12,10,22.010794119051482,0.5060430620025465,0.7546371221542358,0.7546371221542358,0.10482405126094818
linear,12,20,20.09538235135443,0.31569115724899355,0.5656766891479492,0.5656766891479492,0.15494424104690552
linear,12,30,20.15522820642132,0.31238973569226886,0.5691770911216736,0.5691770911216736,0.15270167589187622
linear,12,40,22.074569057605235,0.5026751577854766,0.7641370296478271,0.7641370296478271,0.10663296282291412
linear,37,10,24.41165048930261,0.5982285946145502,0.8390015363693237,0.8390015363693237,0.0766541138291359
linear,37,20,22.218398237063294,0.35314357493329906,0.6590093970298767,0.6590093970298767,0.1261451244354248
linear,37,30,21.922030195091825,0.3316091289326298,0.6381109356880188,0.6381109356880188,0.13800457119941711
linear,37,40,24.05328286538442,0.561128116138238,0.8130777478218079,0.8130777478218079,0.08116810768842697
linear,37,10,22.375508678992595,0.5155989350614499,0.7627236843109131,0.7627236843109131,0.09287083148956299
linear,37,20,20.38833836037769,0.30403162698343905,0.5521564483642578,0.5521564483642578,0.14271745085716248
linear,37,30,20.383099218214177,0.3024528106557582,0.5517660975456238,0.5517660975456238,0.14453156292438507
linear,37,40,22.15885498266453,0.504732030484394,0.7584017515182495,0.7584017515182495,0.10049902647733688
linear,25,10,22.120055995611146,0.5191407231857853,0.7577612400054932,0.7577612400054932,0.10309098660945892
linear,25,20,20.214028251900793,0.3146455755606191,0.5622962117195129,0.5622962117195129,0.14801941812038422
